Product_Reviews,Polarity,Type,State,Language
💔💔💔😅😅😘😘🥰🥰💔💔😘😅😇😅😇😅😇💔❤️💔💔💔🥰🥰😘😘😍😍❤️❤️❤️❤️❤️💋💋❤️❤️❤️🤦🤦🤦😝😜😙😜😙😜😧😆🤤🙄💝😝💝🎉😚🥺💕💕😧🥺💕🥺😚😚🥺😚😚💋😚🎉😚🎉😚🥺😚🥺🥴💋🥴😧❤️😧🥴😧💕🥺🥴💕,,,,
🔥🔥😊😊,,,,
Items were packed securely!!!! Seller is very nice!!!! Second time ordering in this shop and will surely buy again!!!!,,,,
"Yeyyyyy! Andito na thankyou seller sobrang bet koto tagal koto inantay🤣basag na kase tempered ko,ingat na ingat talaga maayos ang pagkakabalot  no damage thankyou seller keep safe mwua😘♥️",,,,
Una sa lahat bago ang huli lodi ko po si rider eleben star sa rider kung pwede lang eh charr HAHAHAHA Ang cute ng slippers. Gustong gusto siya ng unica ija ko. Will order again po talaga,,,,
Bdjsisbsgsgshkfkdmwnsisosnsjidtsuaosj jsksisistyeiabsvsgshsvbsjsjsjodnsb bsyusuwhwvwvhs. Hsjsgausbwcagkaua jsisns,,,,
THANK YOU PO........MORE BUYERS TO COME!!!!!!🧡🧡😊🧡😊🧡😊😊😊😊😊😊🧡🧡🧡🧡🧡🧡😊😊😊🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡😊😊😊😊😊😊😊😊😊🧡🧡🧡🧡🧡🧡🧡🧡🧡🧡😊😊😊😊😊😊😊😊😊😊,,,,
"Maganda Ang quality! Maganda Ang quality! 
Maganda Ang quality! Maganda Ang quality! 
Maganda Ang quality! Maganda Ang quality! 
Maganda Ang quality! Maganda Ang quality!",,,,
"Ang ganda nung ceramic tempered glass nila, ang bilis pa ideliver, hindi kayo mag sisi kapag sa kanila kayo umorder, super worth it, KAYA BILI NA KAYO SA KANILA!!!",,,,
💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖💖,,,,
noiceeeee,,,,
Thank you.maganda sya laro psg nag ggame,,,,
bbabsbajajw jsjsjsjajajsjjsjsnsnsnsnnsnsnsnsnsnsnsns jkeksksmsnnsnsnsnsnabsbs  njsksksjsjsjjssjsjsjsjsnsnsn,,,,
maganda siyaa na kabit ko na sa phone kaya walang pic nung unang dating niya kala ko may crack kase yupi ng konti yung carton buti nalng hinde kayaa salamat shopee,,,,
Thank you seller Thankyou rider sobrang ganda hindi masasayang pera niyo ang ganda pa ng lagayan salamat shopee!!,,,,
Poraanngggg inamoooooooooooo hay nakoooooooo bosett tlga Hindi origgg na peke na realme.   Haysssss sayn✌️☺️ Pera tlga ayokoo nnnaan........... Gggu,,,,
Ok na Sana Ang price niya kaso plastic lang pala sya. Pero ok narin Naman kesa sa Wala😅😅😅😅😅. thank sa rider mabait sya 😊😊😊😊😊😊,,,,
Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you Thank you!,,,,
"maganda 'yung quality nung product, pero 'yung isang earphone mahina 'yung sounds, well understandable naman dahil sa price. charot lang bumili lang ako ulit kasi nasira nung pamangkin ko 'yung earphone at saka may napukit kasi ako. btw, responsive naman si seller and nibibigay n'ya 'yung actual pic",,,,
Secured na secured Yung items . Matagal nga lang I ship . Sulit na sulit,,,,
thankyou po tama ang dumating  na items thankuyou din po kay kuya rider thankyou thankyou thankyou thankyou thankyou thankyou,,,,
😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇😇☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,,,,
I haven't tried it yet but I think it looks good!!! Might order again for other phone models 😁😁😁 Thank you so much!!!!!!!!,,,,
okay lang.,,,,
NICEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE,,,,
𝚊𝚗𝚐 𝚌𝚞𝚝𝚎 𝚗𝚐 𝚒𝚝𝚎𝚖𝚜 𝚜𝚞𝚙𝚎𝚛 𝚍𝚞𝚙𝚎𝚛 𝚐𝚊𝚗𝚍𝚊𝚊 𝚏𝚒𝚟𝚎 𝚜𝚝𝚊𝚛 𝚙𝚊𝚛𝚊 𝚜𝚊 𝚜𝚑𝚘𝚙 𝚗𝚊 𝚝𝚘 𝚐𝚊𝚗𝚍𝚊💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜💜,,,,
Maganda yung tempered diko na napicturan kase kinabit agad ng ate ko OWNWNWNWJSIDOOWIWQHAHAGVAVAVAVQVQBQBQBQBBWBSNS,,,,
Napaka-accomodating ni sellerrrr 💓💯 Sana lahat hehehe btw smooth transaction. THANKS SHOPEEEEEEEEEEEEEEEEEEE❤️❤️❤️,,,,
KskahensoshenaosvdmaoasvebwjaooaozhebwlZoosjabavzvznKaoajwbebdnoziabajaowjshsbanakaiwhvdsnskaoahwvekwaoahbsbw,,,,
Ang cute nya.and dumating agad .... Thankyou shopeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee eeeeeeee,,,,
Secured ang packaging and maganda for its price. Akala ko meron pang film sa taas pero wala pala. Maganda naman hahahaha.,,,,
Kajshduskakaknsbdbdhjskskskskksjdhdufuhrbdjskhsisodkjdufhdhjdidkdkkdnshsjhshdhdhfhfhjfidkdjjdjdjdhfh mo,,,,
mabilis dumating yung parcel. Di ko pa natry pero mukang maganda naman. maayos rin pagkakapack. Nasa gitna ng tatlong karton kaya safe talaga yung product. Thank you seller and rider.,,,,
"I received my order today. Okay naman siya, sakto Lang din sa phone ko thank you sellerrrrrr 🥰",,,,
Kinabit na agad 😁 mura na pero good quality pa ...,,,,
Thank you po😸Ambait po ni seller HEHEHE nagsend po sya ng picture before shipping 😻,,,,
Good na good na siya Mali lng un pag lagay ko kunti ako un may sira hahahaha...😆😆😆😆,,,,
"Nayeon picked the lone strand of hair from the steering wheel. Mina’s hair was a lighter shade of black, shorter than hers was. She wound the strand around and above the joint of her ring finger tightly, until the blood flow cut the appendage, turning it red and pulsating. She felt every pulse of he",,,,
Maayos ang product aaaaaaaaaaaaaaaaaaaaackkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,,,,
"Thank you shopee, thank you seller. Ganon pala yung ceramic tempered glass hahaha. Thank you po ang mura lang More sales to come",,,,
Maayos na dumating ang items and na-ship rin naman siya agad. The seller also sent a picture bago i-ship yung item......,,,,
"Thank you seller, nagsesend pa ng pic si seller bago iship. Kudos! Maganda quality pero di ako marunong magkabit ng tempered kaya medyo nag bubbles pero if marunong ka, di yan magbubbles. Thanks!!!!",,,,
Sobrang nagustuhan ko ❤️❤️ ang ganda sobra . Very good packaging din super secured . Mabait pa ang rider na ng deliver . Thank you 🥰,,,,
"The parcel was packed safely and arrived earlier than expected. Thank you so much!!!
(mid button: her to get away from it is a little bit of a good essay is the writer being a good essay is the writer and the kids were to do that i know if you need anything for me ng hair is a lot better than expec)",,,,
Safe ang item naka balot sa kahon at nagustohan ko ang screen protector na inorder ko.,,,,
Very good,,,,
Masarap ang maasim na sinigang dahil blue and ibon at mabait ang diyos kaya God bless siopao mukhang pusa gusto ko na mabuhay red na panyo,,,,
Okay okay! BUTI PALA DALAWA BINILI KO HAHAHAHHAA OKS OKS ANG QUALITY. YUNG POWERBANK LANG MABILIS MAUBOS ANG BATTERY.. WALA PANG KALAHATI ANG NAPUPUNO. Kaya 4 stars parin. PERO MAGANDA TALAGA ANG CERAMIC SCREEN. GOOD JOB,,,,
"**Excellent quality
**Very Accommodating seller
**Well-packaged
**Item shipped immediately
**Will order again, tnx",,,,
Thank you!!,,,,
nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice nice,,,,
Nhfhlflhkgzgjxxhlxhkxkhxhkykdykdykdkfpukxtsktkdkyykdkyxkyxkxkyyei5w75w85e86e9yxoydiydmdkydo6do6do6dixiyd,,,,
Nice product/item..the seller was very accomodating and always have a response on questions. The item was immediately shipped by the seller.the product was well packed and secured. Thanks also to the courier. I hope there's a freebie.. Will probably order again. Thank you very much. Stay safe. :) :),,,,
thanx 😁,,,,
Hindi namn ako masyadong natagalan sa pagiintay sa tempered. Wala syang pandikit na ididikit sa boung screen ng cp pero ok lng,,,,
"the products were shipped very quickly! parang after a day of checking out ay naship na kaagad ni seller. the items were complete too and have very good quality. lalo the matte film, wala talagang finger prints na makikita. the cases are very sturdy also! thank you seller for these products! 🤍",,,,
Sorry for the videos and pictures pero the best tong shop na to that's why I'm giving it five stars. Magaganda talaga sa shop na ito. Superr thankful and di ako nagsisi talaga. Thank you soooooo muccchhhhhh sellerrrrr kudosss to you mwaaaahhhhhhhhhhhhhhhhhhhhhhhhhhhhhh the bestttttttttttttttttttttt♥,,,,
Your time and I hope you have a great day before I go to bed HAHAHA anong nangyari to get a job interview with the help of the day before I go to bed HAHAHA anong nangyari to get a new one for me I think I will get a job at a bar in my career I just have s something e wasd something to her 2 ja rule,,,,
Complete order received and all in good condition. The cheapest I found so far but in good quality. Thank you seller. I will order again.,,,,
Nc one ty ty ty,,,,
❤️❤️❤️,,,,
"Ka-TM, ngayong Doble Dekada na ang #SamahangPinaEasy natin, ang paborito mong All-Net 20 ay mas pinaganda pa! Ngayon, meron nang 100MB pang-Facebook at 200MB pang-internet ang AN20 mo, plus unlimited calls at texts to all networks for 2 days, P20 lang! Ang promo na ito ay covered ng Fair Use Policy.",,,,
"Super safe ng packaging, sure na hindi masisira yung item 🙏❤️ Willing to buy more. Sobrang bilis pa nang shipping 💯

Super safe ng packaging, sure na hindi masisira yung item 🙏❤️ Willing to buy more. Sobrang bilis pa nang shipping 💯

Super safe ng packaging, sure na hindi masisira yung item 🙏❤️",,,,
"Well packed and secured
Very accommodating seller( send photos before shipping)
Fast Delivery and Very Affordableu
Thank You very much
Until next time👏👏👏👍👍👍👍",,,,
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,,,
"Mabilis dumating at ang maganda ang seller dahil sinend muna ang pic nung inorder ko bago iship out, napakaganda ng product, i will buy again sa store nato",,,,
"oks nman let see if they can do anything mpre efficient and productivity than the other telemunication that would be further enough to say thank you for all the good and bed times
 

#RainySeason 
# HappyShopee",,,,
"oki naman yung mga products, they have arrived safely without brekages. they were shipped fastly and it arrived to me me 2 days after ordering!",,,,
"ok naman sya kaso yung packaging nya ay karton, o siguro wala pang budget kaya ito ang ginamit at pang safety narin ng order👍 pero kakaiba talaga hahaha",,,,
Worth to waitttt:),,,,
Ang ganda nya. Very comfortable syang gamitin and the good thing about it is hindi nag ccreate ng bubble pag inapply na sa screen. I highly recommend this item. I bought 6 ceramic tempered glass. All in good condition. Thank you seller.,,,,
Nsjjs skkskzos skksoz skkssjs nabajs nkksn nakiwosn ejkwlsk msmjs kkajsuz wnkwksiz nakakaj nnzjjzns nmsksksjs nsmsks,,,,
"napaka safe ng packaging di talaga mababasag yung tempered , but ayon dikk na mmuna inalis sa karton para pag dinala ko sa nag ordee sya na mag tatanggal 3rd time kona tong nag orde sa shop at hindi ako nabibigo for its cheap price napaka worth it nya❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤",,,,
"Date Ordered: 7.7.21
Date Received: 7.10.21

Complete orders, correct variation and good condition
No damages
I haven't tried it so hopefully it works
Will definitely order again if needed if still the same price",,,,
Good quality good quality good quality Good quality good quality good quality Good quality good quality good quality Good quality good quality good quality,,,,
Maganda sya pero di masyado sticky kaya bilis umangat,,,,
"Order Date: 07.26
Ship Date: 07.28
Delivery Date: 07.30
Items have good quality. Also received complete items. Just little bit disappointed because 1 tempered unit is broken🥺. But i will rate it 5 stars, i just bought it for only 14php. Just hoping it will not happen again.",,,,
"worth it ang ganda  salamt mauulit ulit ako omorder dto thank you .
worth it ang ganda  salamt mauulit ulit ako omorder dto thank you .
worth it ang ganda  salamt mauulit ulit ako omorder dto thank you .
worth it ang ganda  salamt mauulit ulit ako omorder dto thank you .",,,,
Sakto sa cp. Mabilis dumating🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,,,,
"Ang bilis ng delivery, order received early than expected date. Safe naman ang mga product, nalagay ko din ng maayos ang smooth na gamitin ng cp😍",,,,
******The review has been hidden due to inappropriate content.******,,,,
Super bait ni seller♥️♥️. Napaka ganada pa ng packaging at secure and Item. Mas okay daw to kaysa sa tempered glass kaya tinry ko. Okay naman at gusto ng kapatid ko for gaming🙂😊😊,,,,
Maganda ang dumating. Okie n okie. Sulit ung binayad ko❤️❤️❤️👍👍👍👍👍👍👍👍,,,,
"Items were secured and packed properly, no damage❤️ Thank you so much! Will surely order here again. 😊
 *Photos and video are not related",,,,
"thank youuuu thank youuuuuuuuuuu 


Welcome to Gboard clipboard, any text you copy will be saved here.Touch and hold a clip to pin it. Unpinned clips will be deleted after 1 hour.6DQX9OG5Tap on a clip to paste it in the text box.",,,,
walang dikit yung tempered glass sayang pera nyo dito,,,,
I received my parcel today...thank you so much for your good service...I highly recommend this shop to you guys..😊😊😊😊promise di kayo magsisisi...,,,,
"Affordable. So far, di sya nagagasgas. Nag-e-ML anak ko and wala pa naman along naririnig na problema na mahirap syang ma-touch. So if you are searching for an affordable screen protector, I recommend this one.",,,,
"MABILIS, MAGANDA, AT MAAYOS. NAG SESEND NG PICTURE. BILI KAYO DITO MAGANDA SERBISYO NILA. 
SALAMT SELLER SALAMAT SHOPEE.",,,,
THANK YOU SO MUCH PO SA MABILIS NA PAG SHIPPED OUT AT SA MAAYOS NA ITEM PO HEHE GRABE PAGKA SECURED DAHIL ANG KAPAL NG KARTON HEHE THANK YOU PO TALAGAAA❤️,,,,
"Diko pa na try, edit konalang review pag nagamit kona!☺️

Thanks!!!!!!
Thanks!!!!!
Thanks!!!!!
Thanks!!!!!
Thanks!!!!",,,,
TY PO 💗😘💗😘💗😘😘😘💗😘😘😘💗💗😘😘😘😘😘😘💗😘💗😘💗😘😘😘💗😘😘😘😘THANKYOU VERY MUCH HEEHHEEHEHEHEHEHEHEHEHEGEGEGEGEEHEHEHEHEHEHEHEHEHEHEHEHEH,,,,
"Okey na okey pati sa presyo, happy nako napalitan na ng screen protector cp ko",,,,
👍👍👍,,,,
Drop the mother father beat yeahh uhh iniisip kagabi ang kamay ko ay hindi na mapakali gusto ko mag ubas ng gatas pwede bang pabili nagugutom pa ako baka pwede pang pabili uhh cash out everyday kitang pantasya tinutunaw mo ako sayong mga mata ayoko pumunta pero ako ay dumating na di nako makahinga.,,,,
******The review has been hidden due to inappropriate content.******,,,,
"The seller even sent a picture before shipping. There is no damage to the item, thank you seller, driver and shopee❤️",,,,
Ang daming bubble kahit ilang beses na inayos. Delivered delivered delivered delivered delivered poor quality sana chineck muna bago sinend.,,,,
******The review has been hidden due to inappropriate content.******,,,,
Gajanaisvsmaks akskansvsmdkdns bamakamansbdhsksmsj nakskandbxusmsmsj nKsnwhsbdskkaia nsndbamdnjdbfnsnshd nsjdjdnnddhhsnabdnsmakakskmdncjcndhxbdksmejdbsmdnkxmsnshdksmmwskNvsjskekabvdiwnzbdmznxuf,,,,
